location,target_date,value
Butte,2022-04,1.024541993281075
Butte,2022-05,1.1999234481610916
Butte,2022-06,1.0464472093849984
Butte,2022-07,0.9672969784361276
Butte,2022-08,0.9487755658576492
Butte,2022-09,0.8592273414498289
Butte,2022-10,0.9852069667496041
Butte,2022-11,1.1286798828564992
Butte,2022-12,0.971078637054185
Butte,2023-01,0.8762111606793457
Butte,2023-02,0.9645861716621253
Butte,2023-03,0.9423194444444445
Butte,2023-04,1.0392591551275745
Butte,2023-05,0.9983840608730478
Butte,2023-06,0.9412990427396521
Butte,2023-07,1.1498172509882705
Butte,2023-08,1.1732188177034972
Butte,2023-09,1.0287572659851674
Butte,2023-10,0.9360155926590313
Butte,2023-11,0.9990835644519473
Butte,2023-12,1.060594179466451
Butte,2024-05,1.0846978021978022
Butte,2024-06,1.2640145228215767
Butte,2024-07,1.095941091954023
Butte,2024-08,1.0039481268011528
Butte,2024-09,0.9067183863460047
Butte,2024-10,0.9104473684210527
Butte,2024-11,0.8555813953488373
Calaveras,2020-04,0.4885669781931464
Calaveras,2020-05,0.9556186824677588
Calaveras,2020-06,1.1914801598629747
Calaveras,2020-07,1.1187851183381576
Calaveras,2020-08,0.9737609664892852
Calaveras,2020-09,0.8608566029813144
Calaveras,2020-10,1.097111064891847
Calaveras,2020-11,1.272449465688168
Calaveras,2020-12,1.1183152319298058
Calaveras,2021-01,0.8443171738009283
Calaveras,2021-02,0.7676774063361808
Calaveras,2021-03,0.8424257392697416
Calaveras,2021-04,0.9261894638942404
Calaveras,2021-05,0.8285166056092726
Calaveras,2021-06,0.9738220516399163
Calaveras,2021-07,1.2826840052015605
Calaveras,2021-08,1.0908062466913713
Calaveras,2021-09,0.9249766892521912
Calaveras,2021-10,0.9713867316045808
Calaveras,2021-11,0.9195626911314984
Calaveras,2021-12,1.0722503481608914
Calaveras,2022-01,1.1520231473174234
Calaveras,2022-02,0.6240064710476403
Calaveras,2022-03,0.7636124165223843
Calaveras,2022-04,1.1137336295603366
Calaveras,2022-05,1.0501952337305225
Calaveras,2022-06,1.0229682348210696
Calaveras,2022-07,0.9832411948283549
Calaveras,2022-08,0.9161350563391379
Calaveras,2022-09,0.8577000641672013
Calaveras,2022-10,0.9373043848446146
Calaveras,2022-11,1.1002694987826378
Calaveras,2022-12,0.9683910932529717
Calaveras,2023-01,0.8682564732564731
Calaveras,2023-02,0.9730717416871592
Calaveras,2023-03,0.9514588694649037
Calaveras,2023-04,0.9457019653370926
Calaveras,2023-05,1.015822598168555
Calaveras,2023-06,1.015891035548686
Calaveras,2023-07,1.1008105263157895
Calaveras,2023-08,1.1273188248095756
Calaveras,2023-09,1.025162849671131
Calaveras,2023-10,1.0034765134388346
Calaveras,2023-11,1.0894584837545127
Calaveras,2023-12,1.1003864478560086
Calaveras,2024-05,1.4222580645161291
Calaveras,2024-06,1.0788552631578947
Calaveras,2024-07,1.062515873015873
Calaveras,2024-08,1.0764984939759035
Calaveras,2024-09,0.916930775646372
Calaveras,2024-10,0.9834939759036144
Calaveras,2024-11,0.9748275862068966
Colusa,2020-04,0.46744336569579287
Colusa,2020-05,0.9675427069645203
Colusa,2020-06,1.2687212144603115
Colusa,2020-07,1.17152109375
Colusa,2020-08,0.9794393051338183
Colusa,2020-09,0.9385297744251831
Colusa,2020-10,1.0904032139171458
Colusa,2020-11,1.2747950124037082
Colusa,2020-12,1.070669226257132
Colusa,2021-01,0.8889689308559244
Colusa,2021-02,0.7344357599638266
Colusa,2021-03,0.8446186495176848
Colusa,2021-04,0.9661166165846174
Colusa,2021-05,0.8682956998658031
Colusa,2021-06,0.9714769842903204
Colusa,2021-07,1.2471123137569318
Colusa,2021-08,1.0270523193096008
Colusa,2021-09,0.8688406110390546
Colusa,2021-10,0.9500555761393109
Colusa,2021-11,0.9050871658641874
Colusa,2021-12,1.0241334686627759
Colusa,2022-01,1.1556823085221144
Colusa,2022-02,0.6880401183821111
Colusa,2022-03,0.757554968160519
Colusa,2022-04,1.0217452392011148
Colusa,2022-05,1.2047167755991286
Colusa,2022-06,1.1080578664507104
Colusa,2022-07,0.9533271349862259
Colusa,2022-08,0.9159964106782323
Colusa,2022-09,0.9405107360607935
Colusa,2022-10,1.0111157718120805
Colusa,2022-11,1.1898138117806365
Colusa,2022-12,0.987695059625213
Colusa,2023-01,0.9901518543755475
Colusa,2023-02,1.0503572541281545
Colusa,2023-03,0.9499791485664639
Colusa,2023-04,0.9357445069911023
Colusa,2023-05,1.0218490361118653
Colusa,2023-06,0.9066101958346285
Colusa,2023-07,0.9482201977558049
Colusa,2023-08,1.2157029250457037
Colusa,2023-09,1.0510794878879985
Colusa,2023-10,0.908335487719996
Colusa,2023-11,1.1441501831501832
Colusa,2023-12,1.161997487437186
Colusa,2024-05,0.94375
Colusa,2024-06,1.448521505376344
Colusa,2024-07,1.1514873417721518
Colusa,2024-08,1.202957957957958
Colusa,2024-09,1.0677351916376308
Colusa,2024-10,1.1587581699346405
Colusa,2024-11,0.8464814814814815
Contra Costa,2020-03,1.5906666666666667
Contra Costa,2020-04,1.1629249706916764
Contra Costa,2020-05,1.1565285110876453
Contra Costa,2020-06,1.267051016767749
Contra Costa,2020-07,1.1234781888459413
Contra Costa,2020-08,0.9760211454680694
Contra Costa,2020-09,0.906671971987904
Contra Costa,2020-10,1.0374400362045557
Contra Costa,2020-11,1.2195893265565438
Contra Costa,2020-12,1.1324340482064907
Contra Costa,2021-01,0.8877772319235407
Contra Costa,2021-02,0.8221959544245345
Contra Costa,2021-03,0.8764975594558105
Contra Costa,2021-04,0.9485891514500537
Contra Costa,2021-05,0.8702894750113471
Contra Costa,2021-06,1.0480691977243701
Contra Costa,2021-07,1.270623522791221
Contra Costa,2021-08,1.0032734078447911
Contra Costa,2021-09,0.8453494155682666
Contra Costa,2021-10,0.9137020505854195
Contra Costa,2021-11,0.9740467794170564
Contra Costa,2021-12,1.321525688001871
Contra Costa,2022-01,1.0452416457060725
Contra Costa,2022-02,0.6706533776301218
Contra Costa,2022-03,0.8568414183162932
Contra Costa,2022-04,1.1374716132658798
Contra Costa,2022-05,1.119917286323001
Contra Costa,2022-06,0.9961209050032117
Contra Costa,2022-07,0.9640726866456362
Contra Costa,2022-08,0.9092835167840295
Contra Costa,2022-09,0.9283394715772617
Contra Costa,2022-10,0.9880511497305912
Contra Costa,2022-11,1.1046196268036566
Contra Costa,2022-12,1.0273827070412258
Contra Costa,2023-01,0.8992301010739103
Contra Costa,2023-02,1.0172436888201957
Contra Costa,2023-03,0.9560043399638336
Contra Costa,2023-04,0.9883949170316453
Contra Costa,2023-05,0.9564397694524496
Contra Costa,2023-06,0.9855254198819792
Contra Costa,2023-07,1.0709760827407888
Contra Costa,2023-08,1.0529534409020218
Contra Costa,2023-09,0.9456979072794632
Contra Costa,2023-10,0.941724697177031
Contra Costa,2023-11,1.036404663407296
Contra Costa,2023-12,1.0555164319248826
Contra Costa,2024-05,1.0595
Contra Costa,2024-06,1.0920151770657673
Contra Costa,2024-07,1.0246904761904763
Contra Costa,2024-08,0.9686383285302594
Contra Costa,2024-09,0.8797051978277735
Contra Costa,2024-10,0.9327631578947368
Contra Costa,2024-11,0.9654418604651163
Del Norte,2020-04,0.6012654320987655
Del Norte,2020-05,0.8436911196911197
Del Norte,2020-06,1.0333990057079727
Del Norte,2020-07,1.098824737287112
Del Norte,2020-08,1.0168092596543632
Del Norte,2020-09,1.0226933558876046
Del Norte,2020-10,1.1042730821317615
Del Norte,2020-11,1.279062989191204
Del Norte,2020-12,0.982932707757568
Del Norte,2021-01,0.8506349814743835
Del Norte,2021-02,0.9393935430577545
Del Norte,2021-03,0.9586619464778591
Del Norte,2021-04,0.8999080688241506
Del Norte,2021-05,0.8403597460616036
Del Norte,2021-06,1.000972999102272
Del Norte,2021-07,1.37468130489335
Del Norte,2021-08,1.0668231778892328
Del Norte,2021-09,0.7786465368825322
Del Norte,2021-10,0.8687379712888469
Del Norte,2021-11,0.9620684847956783
Del Norte,2021-12,1.0342141131815046
Del Norte,2022-01,1.2589400303869873
Del Norte,2022-02,0.8033923906871095
Del Norte,2022-03,0.7033888548683405
Del Norte,2022-04,1.0653881547899953
Del Norte,2022-05,1.1001291409320606
Del Norte,2022-06,1.08868638538495
Del Norte,2022-07,0.9768676505406045
Del Norte,2022-08,0.8518723720009894
Del Norte,2022-09,0.9477838043581692
Del Norte,2022-10,0.9355133182844243
Del Norte,2022-11,1.178907335558964
Del Norte,2022-12,1.0348971813508243
Del Norte,2023-01,0.9207637394875806
Del Norte,2023-02,0.890964705882353
Del Norte,2023-03,0.8898993677086117
Del Norte,2023-04,0.990983317964624
Del Norte,2023-05,1.07133785942492
Del Norte,2023-06,1.21548942625145
Del Norte,2023-07,1.0902165335386393
Del Norte,2023-08,1.2246475987543026
Del Norte,2023-09,0.9251241310824231
Del Norte,2023-10,1.1170665611710018
Del Norte,2023-11,1.1083467959073776
Del Norte,2023-12,1.1410373181530677
Del Norte,2024-05,1.3159183673469388
Del Norte,2024-06,1.3493119266055045
Del Norte,2024-07,1.0846993670886076
Del Norte,2024-08,0.8269469026548671
Del Norte,2024-09,1.128150289017341
Del Norte,2024-10,0.7491621621621621
Del Norte,2024-11,1.1938775510204083
El Dorado,2020-04,0.9544256120527307
El Dorado,2020-05,1.1012851627137341
El Dorado,2020-06,1.2134458136588737
El Dorado,2020-07,1.089936025021325
El Dorado,2020-08,0.89794175650802
El Dorado,2020-09,0.9431424036935507
El Dorado,2020-10,1.138647451576651
El Dorado,2020-11,1.3507849133537206
El Dorado,2020-12,1.0860753833049404
El Dorado,2021-01,0.8289500672076466
El Dorado,2021-02,0.7785528610814156
El Dorado,2021-03,0.8928308721092226
El Dorado,2021-04,0.9851309497935231
El Dorado,2021-05,0.7610682410333167
El Dorado,2021-06,1.0056056356837608
El Dorado,2021-07,1.2592962094791607
El Dorado,2021-08,1.0550788777130757
El Dorado,2021-09,0.8803947286628955
El Dorado,2021-10,0.9423672708574368
El Dorado,2021-11,0.944494768525154
El Dorado,2021-12,1.1837460070120762
El Dorado,2022-01,1.0645498608742483
El Dorado,2022-02,0.6955668971572825
El Dorado,2022-03,0.7894857780256553
El Dorado,2022-04,1.0501500559910415
El Dorado,2022-05,1.165427240203012
El Dorado,2022-06,1.0159323479249573
El Dorado,2022-07,0.9269967883594415
El Dorado,2022-08,0.9162469320970821
El Dorado,2022-09,0.9102518271369558
El Dorado,2022-10,1.0077067584761619
El Dorado,2022-11,1.1023546598741385
El Dorado,2022-12,0.9584634305143601
El Dorado,2023-01,0.8671151287469672
El Dorado,2023-02,0.9949676430517711
El Dorado,2023-03,0.9855285672853829
El Dorado,2023-04,0.9907480597404291
El Dorado,2023-05,0.9487516706762898
El Dorado,2023-06,0.9574998280959912
El Dorado,2023-07,1.1188995956873315
El Dorado,2023-08,1.1084706509506606
El Dorado,2023-09,1.020784069695084
El Dorado,2023-10,1.0339015934395626
El Dorado,2023-11,1.0375547122074638
El Dorado,2023-12,1.0587944492627928
El Dorado,2024-05,1.038252688172043
El Dorado,2024-06,1.069359649122807
El Dorado,2024-07,1.0315451107509455
El Dorado,2024-08,0.9676179647527003
El Dorado,2024-09,0.9402690582959641
El Dorado,2024-10,0.9638938053097346
El Dorado,2024-11,0.8747435897435898
Fresno,2020-03,1.6413333333333333
Fresno,2020-04,1.2048626817447494
Fresno,2020-05,1.0857671099578332
Fresno,2020-06,1.2473843795247423
Fresno,2020-07,1.117052115188583
Fresno,2020-08,0.946094606112261
Fresno,2020-09,0.8739027484143763
Fresno,2020-10,1.0898009267204394
Fresno,2020-11,1.248931095914028
Fresno,2020-12,1.1582632322573634
Fresno,2021-01,0.8524568099638409
Fresno,2021-02,0.7956847617974997
Fresno,2021-03,0.8609094281625947
Fresno,2021-04,0.8583050483351234
Fresno,2021-05,0.8255262494326492
Fresno,2021-06,0.9769853115375502
Fresno,2021-07,1.3535033285094067
Fresno,2021-08,1.1284843832715723
Fresno,2021-09,0.9195262372544143
Fresno,2021-10,0.9880629384130253
Fresno,2021-11,0.8994811950790862
Fresno,2021-12,1.110727990097478
Fresno,2022-01,1.1705153715156404
Fresno,2022-02,0.6879573673222723
Fresno,2022-03,0.8030786860198624
Fresno,2022-04,1.02124731668738
Fresno,2022-05,1.17510983045185
Fresno,2022-06,1.0729105702662194
Fresno,2022-07,1.0240608569926393
Fresno,2022-08,0.9045539071579954
Fresno,2022-09,0.8657721559522857
Fresno,2022-10,0.9733065919927344
Fresno,2022-11,1.153717410848067
Fresno,2022-12,1.0328739067055395
Fresno,2023-01,0.9085059650786126
Fresno,2023-02,0.9446714570167085
Fresno,2023-03,0.9548753300088002
Fresno,2023-04,0.9859820891532447
Fresno,2023-05,0.9424491553494535
Fresno,2023-06,0.9965411409043113
Fresno,2023-07,1.0814418112831996
Fresno,2023-08,1.1309791428743161
Fresno,2023-09,0.9268766519823788
Fresno,2023-10,0.965297207276454
Fresno,2023-11,1.0598813857897826
Fresno,2023-12,1.0319427402862986
Fresno,2024-05,1.019811320754717
Fresno,2024-06,1.1481573033707866
Fresno,2024-07,1.0873491214667685
Fresno,2024-08,1.014149855907781
Fresno,2024-09,0.8701163692785104
Fresno,2024-10,0.8611184210526316
Fresno,2024-11,1.0218139534883721
Glenn,2020-04,0.7030097087378641
Glenn,2020-05,1.1123612112472963
Glenn,2020-06,1.2645882180539272
Glenn,2020-07,1.1190307557970312
Glenn,2020-08,1.014645675764551
Glenn,2020-09,0.9920066969624491
Glenn,2020-10,1.0863367385546727
Glenn,2020-11,1.210795552988738
Glenn,2020-12,1.063326574500768
Glenn,2021-01,0.8653807255835833
Glenn,2021-02,0.7747921562867215
Glenn,2021-03,0.8406675977653632
Glenn,2021-04,0.8679862391828629
Glenn,2021-05,0.8331125784087158
Glenn,2021-06,1.003396166640266
Glenn,2021-07,1.1864491618361273
Glenn,2021-08,1.1406111283804787
Glenn,2021-09,0.9119778106508876
Glenn,2021-10,0.8941557490438604
Glenn,2021-11,0.8678772355531591
Glenn,2021-12,1.136487501066462
Glenn,2022-01,1.1468985533130915
Glenn,2022-02,0.6507719570273562
Glenn,2022-03,0.7641556329849013
Glenn,2022-04,1.0186450609901938
Glenn,2022-05,1.1787015558698726
Glenn,2022-06,1.002766708701135
Glenn,2022-07,0.9515136787645998
Glenn,2022-08,0.9180897686542847
Glenn,2022-09,0.8516119516604815
Glenn,2022-10,1.040679006772009
Glenn,2022-11,1.078053776053415
Glenn,2022-12,0.9251976599893635
Glenn,2023-01,0.8631361236064933
Glenn,2023-02,1.0503540106951872
Glenn,2023-03,1.0244337863042898
Glenn,2023-04,1.0430399334442595
Glenn,2023-05,1.0121780821917807
Glenn,2023-06,1.129162180032115
Glenn,2023-07,1.0068505911859549
Glenn,2023-08,1.2690762429225162
Glenn,2023-09,1.0253114021079528
Glenn,2023-10,0.9964918809201624
Glenn,2023-11,1.0419896562214785
Glenn,2023-12,1.2155943293347875
Glenn,2024-05,1.2626530612244897
Glenn,2024-06,1.2008157894736842
Glenn,2024-07,1.0644778481012658
Glenn,2024-08,1.1480180180180182
Glenn,2024-09,1.0747038327526133
Glenn,2024-10,0.7334074074074074
Glenn,2024-11,0.7098
Humboldt,2020-04,0.5507407407407408
Humboldt,2020-05,0.9252954292084726
Humboldt,2020-06,1.05781473377097
Humboldt,2020-07,1.0798572288638513
Humboldt,2020-08,1.0104426617004514
Humboldt,2020-09,0.9488640890048761
Humboldt,2020-10,1.0496998245728022
Humboldt,2020-11,1.2577705306848503
Humboldt,2020-12,1.0570182069846676
Humboldt,2021-01,0.9252128242146662
Humboldt,2021-02,0.8347679714071597
Humboldt,2021-03,0.8601353374798433
Humboldt,2021-04,1.0363799001738545
Humboldt,2021-05,0.9107995512722451
Humboldt,2021-06,0.9240668541898346
Humboldt,2021-07,1.2331303841676369
Humboldt,2021-08,1.0359973530968767
Humboldt,2021-09,0.8927239385839498
Humboldt,2021-10,0.9072867186015581
Humboldt,2021-11,0.9875958933409383
Humboldt,2021-12,1.162246587946634
Humboldt,2022-01,1.0671943852167733
Humboldt,2022-02,0.7409855136084285
Humboldt,2022-03,0.7337742853607226
Humboldt,2022-04,1.219205996018269
Humboldt,2022-05,1.0395217354887345
Humboldt,2022-06,0.9959662113587346
Humboldt,2022-07,0.9941370028934796
Humboldt,2022-08,0.9281759641632253
Humboldt,2022-09,0.9474382367188761
Humboldt,2022-10,0.9790498938428875
Humboldt,2022-11,1.0802160378066161
Humboldt,2022-12,0.9723880489040005
Humboldt,2023-01,0.8939179776160288
Humboldt,2023-02,0.9624822572269345
Humboldt,2023-03,0.911207721886526
Humboldt,2023-04,0.9206164596273293
Humboldt,2023-05,0.9770297748729122
Humboldt,2023-06,1.0464860127602889
Humboldt,2023-07,1.086867924528302
Humboldt,2023-08,1.1632076989726452
Humboldt,2023-09,0.99576012420753
Humboldt,2023-10,1.0116562766585733
Humboldt,2023-11,1.0310533221996898
Humboldt,2023-12,1.0308853529171769
Humboldt,2024-05,1.2145820433436532
Humboldt,2024-06,1.0493026315789473
Humboldt,2024-07,1.1304130262112788
Humboldt,2024-08,1.00242795389049
Humboldt,2024-09,0.9567028704422033
Humboldt,2024-10,0.8925526315789474
Humboldt,2024-11,0.9316279069767442
Imperial,2020-03,1.488
Imperial,2020-04,1.2450687285223367
Imperial,2020-05,1.2623436714165968
Imperial,2020-06,1.134488305364751
Imperial,2020-07,0.9427491230349487
Imperial,2020-08,0.9549940337876028
Imperial,2020-09,0.9973139599727369
Imperial,2020-10,1.1162358384245803
Imperial,2020-11,1.230274709217371
Imperial,2020-12,1.0533505404097434
Imperial,2021-01,0.8172041618957535
Imperial,2021-02,0.7590694781733105
Imperial,2021-03,0.9327429794062584
Imperial,2021-04,0.9685896885069817
Imperial,2021-05,0.8322425581150731
Imperial,2021-06,0.9989956392330588
Imperial,2021-07,1.1797530566765042
Imperial,2021-08,0.9883146425724156
Imperial,2021-09,1.0199881671545121
Imperial,2021-10,1.0126504233180378
Imperial,2021-11,1.0433028776978417
Imperial,2021-12,1.1378198535141033
Imperial,2022-01,1.093197486535009
Imperial,2022-02,0.6559602721685689
Imperial,2022-03,0.7711459154929577
Imperial,2022-04,1.0253082465972778
Imperial,2022-05,1.1682227569611552
Imperial,2022-06,1.13621091529278
Imperial,2022-07,1.0395080459770114
Imperial,2022-08,0.8780864155329186
Imperial,2022-09,0.8757959605597965
Imperial,2022-10,0.9911147886264481
Imperial,2022-11,1.176977075217261
Imperial,2022-12,0.9729425387176147
Imperial,2023-01,0.869206398996236
Imperial,2023-02,1.0445010217983652
Imperial,2023-03,1.0452538551061972
Imperial,2023-04,0.9713387139807897
Imperial,2023-05,0.8932695972140088
Imperial,2023-06,0.8920184975995481
Imperial,2023-07,1.1090524592400572
Imperial,2023-08,1.2367686304128902
Imperial,2023-09,1.0962305107526882
Imperial,2023-10,1.0109105036377763
Imperial,2023-11,1.0316063803064557
Imperial,2023-12,1.0807183908045976
Imperial,2024-05,1.1435483870967742
Imperial,2024-06,1.049921052631579
Imperial,2024-07,1.1716349206349206
Imperial,2024-08,0.9819524495677234
Imperial,2024-09,0.8966252909231963
Imperial,2024-10,0.947171052631579
Imperial,2024-11,0.8726511627906977
Inyo,2020-04,0.5005291005291005
Inyo,2020-05,0.9602048085485306
Inyo,2020-06,1.2461258932644064
Inyo,2020-07,1.2649037138927097
Inyo,2020-08,1.0323232323232323
Inyo,2020-09,0.9516230441992933
Inyo,2020-10,1.1318720834477078
Inyo,2020-11,1.2849745271826367
Inyo,2020-12,1.1703761947099356
Inyo,2021-01,0.901184519554784
Inyo,2021-02,0.835435258777145
Inyo,2021-03,0.7766378326425182
Inyo,2021-04,0.8547643913180245
Inyo,2021-05,0.7849081163859112
Inyo,2021-06,0.9976626405664307
Inyo,2021-07,1.162141205615194
Inyo,2021-08,1.024708587854833
Inyo,2021-09,1.0551507582515611
Inyo,2021-10,1.0388067010309279
Inyo,2021-11,0.8010952329006218
Inyo,2021-12,1.1711857451403889
Inyo,2022-01,1.0313314904399908
Inyo,2022-02,0.5712390977443609
Inyo,2022-03,0.7970339434867603
Inyo,2022-04,1.1856993121519817
Inyo,2022-05,1.193087256593542
Inyo,2022-06,0.9819503655648233
Inyo,2022-07,0.9333507853403141
Inyo,2022-08,0.9919425808997632
Inyo,2022-09,0.9649346330275229
Inyo,2022-10,1.0389192680301398
Inyo,2022-11,1.2379986855077227
Inyo,2022-12,0.9672133977900552
Inyo,2023-01,0.8406748872977989
Inyo,2023-02,0.9045450680272109
Inyo,2023-03,1.0022997699134435
Inyo,2023-04,1.0464736634444662
Inyo,2023-05,0.9891816346051654
Inyo,2023-06,1.0127116141732284
Inyo,2023-07,1.035916444165227
Inyo,2023-08,1.3099936129444325
Inyo,2023-09,0.9190567312021611
Inyo,2023-10,1.1943775198533904
Inyo,2023-11,1.232978818283166
Inyo,2023-12,1.0238897280966768
Inyo,2024-05,1.0632758620689655
Inyo,2024-06,1.3685549132947976
Inyo,2024-07,0.9656170886075949
Inyo,2024-08,1.3142192192192192
Inyo,2024-09,1.165348432055749
Inyo,2024-10,1.0468661971830986
Inyo,2024-11,1.2439655172413795
Kern,2020-03,1.9400000000000002
Kern,2020-04,1.1584858569051582
Kern,2020-05,1.1388292441956198
Kern,2020-06,1.1500351901124366
Kern,2020-07,1.1678386314311249
Kern,2020-08,0.8320817369093231
Kern,2020-09,0.8913504919606432
